,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Explanation,Reference
BEGAIN,0.006571134,-0.461310887,0.015,0.012,1,,,
AC020611.2,0.006574941,-0.597732338,0.142,0.124,1,,,
TTC13,0.006588874,-0.742316032,0.114,0.099,1,,,
SLC25A25-AS1,0.00660337,-0.439291388,0.01,0.007,1,,,
C21orf2,0.006655014,-0.485270601,0.018,0.014,1,,,
SSNA1,0.006661134,-0.587713316,0.043,0.037,1,,,
CASC2,0.006661192,-0.58519811,0.088,0.076,1,,,
FKBP2,0.006716972,-0.903407892,0.137,0.139,1,,,
AC112722.1,0.006728889,-1.173544421,0.037,0.042,1,,,
AC020917.2,0.006751039,-0.589028118,0.01,0.007,1,,,
ZNF662,0.006754144,-0.726915728,0.02,0.016,1,,,
FAM57A,0.006754617,-1.421432494,0.008,0.011,1,,,
RFLNB,0.006755561,-1.667736091,0.007,0.01,1,,,
NAP1L5,0.006793199,-0.512690994,0.01,0.007,1,,,
KCTD1,0.006821844,-0.768430581,0.104,0.09,1,,,
RFX4,0.006834516,-0.556244824,0.013,0.009,1,,,
C9orf40,0.006837399,-0.71425117,0.014,0.01,1,,,
NAA38,0.006859249,-0.684941107,0.108,0.094,1,,,
FUT11,0.006897045,-0.998402617,0.037,0.043,1,,,
CTU2,0.00694293,-0.562546674,0.012,0.009,1,,,
C5AR1,0.006979691,-1.20051776,0.036,0.041,1,,,
SPDL1,0.0070189,-1.403802041,0.011,0.015,1,,,
PRKAB1,0.007037576,-0.626144612,0.029,0.024,1,,,
ACOT7,0.007055634,-0.599789141,0.024,0.02,1,,,
HERPUD1,0.007056204,-0.960022241,0.156,0.155,1,,,
YKT6,0.007059961,-0.608976043,0.022,0.018,1,,,
TVP23C,0.007089866,-0.583285293,0.013,0.01,1,,,
SLC35B2,0.007091538,-1.057228665,0.013,0.017,1,,,
ZNF277,0.007142519,-0.85410474,0.156,0.156,1,,,
THAP8,0.007153803,-0.569090643,0.024,0.02,1,,,
AL356756.1,0.007155423,-1.389858603,0.016,0.02,1,,,
AGAP3,0.007176493,-0.648159872,0.122,0.106,1,,,
BMP2,0.00723738,-1.162217443,0.016,0.02,1,,,
SNRPC,0.007241991,-0.47530243,0.048,0.041,1,,,
TAF1B,0.007248795,-0.652325398,0.15,0.13,1,,,
TGFB1,0.007258522,-0.685806258,0.169,0.146,1,,,
SNRPF,0.007317773,-0.931997595,0.035,0.041,1,,,
AC087280.2,0.007400912,-0.627290984,0.014,0.01,1,,,
PSMG1,0.007436188,-0.516335858,0.03,0.025,1,,,
IFNAR1,0.007473442,-0.825063689,0.173,0.171,1,,,
WDR13,0.007485181,-0.554497782,0.063,0.054,1,,,
TSEN54,0.00751255,-0.701400089,0.042,0.035,1,,,
VOPP1,0.007565431,-0.814683867,0.162,0.139,1,,,
ANKRD10-IT1,0.007585712,-0.659250708,0.058,0.05,1,,,
MDH1B,0.007616043,-1.158796369,0.008,0.011,1,,,
FOXJ2,0.007658575,-0.575212848,0.037,0.031,1,,,
PUDP,0.007675009,-0.616826867,0.102,0.089,1,,,
JAM3,0.007705919,-0.95818196,0.048,0.054,1,,,
LINC01073,0.007729333,-0.457876956,0.014,0.011,1,,,
BTBD10,0.007793887,-0.872183655,0.126,0.129,1,,,
AC020915.1,0.007804088,-0.53356449,0.021,0.017,1,,,
CA7,0.007818061,-0.407870717,0.011,0.008,1,,,
ANXA11,0.007821297,-0.788762732,0.16,0.159,1,,,
AC007906.2,0.007821917,-1.471517003,0.007,0.01,1,,,
JMJD1C,0.007822726,-0.138520555,0.825,0.673,1,,,
THAP1,0.007824286,-0.551979528,0.019,0.015,1,,,
RCC1,0.00783517,-1.071480516,0.032,0.038,1,,,
PXMP4,0.007845166,-0.698708519,0.032,0.026,1,,,
SPTSSA,0.007866272,-0.461017951,0.034,0.028,1,,,
SERPINI2,0.007880192,-1.178027454,0.009,0.012,1,,,
RSPRY1,0.007921199,-0.625777324,0.135,0.117,1,,,
AC010642.2,0.007922666,-0.707707293,0.026,0.022,1,,,
SUCLG2,0.007932976,-0.700497241,0.346,0.307,1,,,
HIGD1C,0.007955145,-0.436330411,0.025,0.021,1,,,
RAB11FIP2,0.007982194,-0.831926126,0.161,0.16,1,,,
MORN4,0.008049942,-0.907041021,0.041,0.047,1,,,
ZNF524,0.008059133,-0.306211816,0.015,0.012,1,,,
C17orf78,0.008071467,-0.384535758,0.012,0.009,1,,,
COA1,0.008095298,-0.557498585,0.363,0.297,1,,,
RAB26,0.008144828,-1.150581621,0.019,0.024,1,,,
ENKD1,0.008168602,-0.943381217,0.017,0.022,1,,,
PSMB3,0.008171016,-0.667127548,0.056,0.048,1,,,
IGF2BP3,0.008177058,-0.262429863,0.012,0.009,1,,,
PHACTR4,0.008195193,-0.628897015,0.375,0.333,1,,,
TDP2,0.008198229,-0.739993827,0.079,0.068,1,,,
FKBP15,0.008219919,-0.915275351,0.141,0.141,1,,,
SMYD5,0.008220816,-0.788921034,0.022,0.018,1,,,
PA2G4,0.008229845,-0.908879133,0.04,0.045,1,,,
METTL18,0.00824134,-0.331261863,0.012,0.009,1,,,
AP001107.4,0.0083118,-1.102725258,0.007,0.01,1,,,
GPBP1L1,0.008326483,-0.557303025,0.352,0.288,1,,,
UBE2M,0.008357793,-0.426067124,0.022,0.018,1,,,
AC090912.1,0.008377027,-1.126469118,0.022,0.026,1,,,
ISCU,0.00838933,-0.6924731,0.073,0.063,1,,,
PTAR1,0.008501666,-0.665868712,0.195,0.168,1,,,
AC027682.2,0.008512847,-1.334593594,0.01,0.013,1,,,
SEC61G,0.00853811,-0.99175771,0.041,0.046,1,,,
MEF2C-AS1,0.008561857,-0.558835926,0.145,0.127,1,,,
GDI1,0.008575697,-1.0996578,0.046,0.051,1,,,
LMF2,0.008586836,-0.635958322,0.042,0.036,1,,,
EXOC8,0.008617588,-1.307161051,0.009,0.013,1,,,
C1GALT1C1,0.008626005,-0.522407156,0.044,0.037,1,,,
SYDE1,0.008646203,-1.267798088,0.011,0.014,1,,,
CREB3L2,0.008718929,-0.547821096,0.221,0.191,1,,,
ERCC2,0.008782384,-1.165488837,0.018,0.023,1,,,
C19orf48,0.008783465,-0.96386556,0.017,0.021,1,,,
C19orf44,0.008806979,-0.517166807,0.039,0.033,1,,,
RAD51D,0.008808658,-0.661651957,0.032,0.026,1,,,
LINC00294,0.008847129,-1.283774882,0.008,0.011,1,,,
MRPL28,0.008878458,-0.432950555,0.019,0.015,1,,,
ZFP82,0.008900924,-0.685614739,0.06,0.051,1,,,
RNF103,0.008918521,-1.072520582,0.028,0.033,1,,,
ZNF823,0.008990058,-0.615667987,0.058,0.05,1,,,
TMEM234,0.009032423,-0.609259197,0.041,0.035,1,,,
AC010261.2,0.009065267,-0.660332841,0.048,0.041,1,,,
TTC32,0.009085825,-0.704886743,0.048,0.041,1,,,
AC087623.2,0.009113349,-0.766969137,0.056,0.048,1,,,
ANAPC2,0.009119618,-0.495411751,0.013,0.01,1,,,
METTL9,0.009143353,-0.701234954,0.095,0.083,1,,,
TADA3,0.009154887,-0.60973631,0.049,0.042,1,,,
RIOK1,0.00916464,-0.60727297,0.061,0.053,1,,,
BABAM1,0.009200588,-0.499652557,0.027,0.022,1,,,
AL365277.2,0.009217916,-0.320023535,0.01,0.007,1,,,
NLK,0.00924926,-0.92569987,0.238,0.221,1,,,
SRRT,0.009253854,-0.66233971,0.092,0.08,1,,,
PPFIBP2,0.009297762,-0.933329527,0.099,0.103,1,,,
MMP9,0.009316558,-1.187149063,0.007,0.01,1,,,
ZNF830,0.009342896,-0.527956476,0.045,0.038,1,,,
ACBD6,0.009351402,-0.637217729,0.384,0.335,1,,,
CCDC73,0.009370966,-0.778507786,0.043,0.036,1,,,
RWDD1,0.009466897,-0.67094029,0.086,0.075,1,,,
TMED1,0.009529671,-0.660244216,0.021,0.017,1,,,
MMADHC,0.009538311,-0.551746348,0.092,0.081,1,,,
CAPRIN2,0.009547094,-0.87848197,0.099,0.104,1,,,
AC010186.3,0.00957029,-1.586507048,0.01,0.014,1,,,
ZDHHC2,0.009616843,-0.918663161,0.075,0.08,1,,,
SLC25A19,0.009632919,-0.930489363,0.028,0.032,1,,,
ZNF99,0.009758832,-1.486540036,0.008,0.011,1,,,
LNX2,0.009781006,-1.028263336,0.058,0.064,1,,,
NUDT16,0.009799824,-0.521265724,0.024,0.02,1,,,
ABRAXAS1,0.00985398,-0.73830276,0.086,0.074,1,,,
SLC24A3,0.009890399,-0.832667898,0.294,0.243,1,,,
ZNF667-AS1,0.010048497,-0.523959855,0.035,0.03,1,,,
AC018521.2,0.010055039,-0.385186845,0.01,0.007,1,,,
SLC5A10,0.010119793,-0.411204681,0.011,0.008,1,,,
ITPKB-AS1,0.010209553,-1.516490013,0.018,0.022,1,,,
DPT,0.010236696,-1.166784648,0.125,0.125,1,,,
DHX38,0.010259208,-0.636309663,0.093,0.082,1,,,
MON1A,0.010263994,-1.322675762,0.016,0.02,1,,,
TPGS1,0.010280891,-0.671413196,0.026,0.021,1,,,
KLF11,0.010303553,-0.549802284,0.06,0.052,1,,,
MCM6,0.010390604,-0.617026791,0.031,0.026,1,,,
CTU1,0.010433094,-0.482078869,0.021,0.017,1,,,
CSRNP1,0.010451576,-1.382563036,0.009,0.012,1,,,
PDGFA,0.010526818,-1.2617955,0.017,0.021,1,,,
CDPF1,0.010530054,-0.36068162,0.012,0.009,1,,,
BCAT2,0.010548095,-0.903817766,0.053,0.059,1,,,
AC007619.1,0.010574101,-0.563649295,0.017,0.013,1,,,
ZNF264,0.01059898,-0.701676109,0.084,0.073,1,,,
CIDEB,0.010705982,-1.222299474,0.01,0.013,1,,,
AC011451.3,0.010788043,-0.210695327,0.011,0.008,1,,,
TBK1,0.010790789,-0.665942338,0.199,0.171,1,,,
LRRC4B,0.010848011,-1.36649135,0.007,0.01,1,,,
CDCA4,0.010856977,-1.362284123,0.011,0.015,1,,,
PIGC,0.010868338,-0.677937379,0.118,0.103,1,,,
ALG12,0.010883887,-0.706153991,0.043,0.036,1,,,
PASK,0.010896637,-0.631872131,0.012,0.009,1,,,
FASTKD3,0.010931832,-0.400271491,0.016,0.013,1,,,
C11orf68,0.010955161,-0.983993449,0.012,0.015,1,,,
AC003002.1,0.011021757,-0.502521443,0.016,0.013,1,,,
CCNA2,0.011025997,-0.511188695,0.015,0.012,1,,,
PPP4C,0.01106832,-0.547969038,0.052,0.045,1,,,
SOCS3,0.011073458,-0.833285098,0.015,0.019,1,,,
CISD3,0.011097668,-1.268373568,0.016,0.02,1,,,
BAHD1,0.011135533,-1.142416745,0.032,0.037,1,,,
DLGAP1-AS1,0.011157872,-1.096051422,0.037,0.042,1,,,
CKLF,0.011200517,-1.382531372,0.012,0.016,1,,,
AC021237.1,0.011241548,-1.223834851,0.015,0.019,1,,,
TRIM6,0.011320077,-0.389038119,0.01,0.008,1,,,
GHITM,0.011383884,-0.579967708,0.064,0.056,1,,,
FKBP9,0.011389677,-0.904416197,0.094,0.098,1,,,
RFX7,0.011546311,-0.7744469,0.265,0.246,1,,,
ZNF613,0.011558779,-0.577936947,0.018,0.015,1,,,
VARS,0.011564116,-1.07228949,0.021,0.025,1,,,
AC015908.3,0.011644023,-1.011867541,0.035,0.04,1,,,
DCTPP1,0.011740074,-1.133742499,0.008,0.011,1,,,
RGS5,0.011751616,-1.142181096,0.072,0.062,1,,,
AC010173.1,0.011762085,-1.224826122,0.015,0.018,1,,,
DIMT1,0.011775257,-0.739022373,0.063,0.054,1,,,
AC009093.2,0.011812602,-1.222306174,0.01,0.013,1,,,
USP51,0.011816205,-0.841645968,0.013,0.016,1,,,
AL035427.1,0.012090278,-0.67797713,0.171,0.148,1,,,
CRACR2B,0.012098682,-0.577076332,0.016,0.012,1,,,
GTPBP3,0.012107212,-0.656300436,0.028,0.023,1,,,
VAMP3,0.012124132,-0.679530771,0.06,0.052,1,,,
AC117834.1,0.012219035,-0.901096637,0.193,0.187,1,,,
U91328.2,0.012221917,-0.512988318,0.011,0.008,1,,,
MAP3K6,0.01232241,-1.043488822,0.017,0.021,1,,,
SYCP2L,0.012389272,-0.991046259,0.023,0.027,1,,,
ARL3,0.012392373,-0.824496539,0.063,0.069,1,,,
CNTNAP2,0.012396232,-1.190039826,0.054,0.046,1,,,
TBC1D14,0.012415527,-1.164139799,0.151,0.148,1,,,
YRDC,0.012501753,-0.414268684,0.017,0.014,1,,,
RPL17,0.012503964,-0.641590343,0.036,0.03,1,,,
AC022915.2,0.012512017,-0.830174118,0.035,0.03,1,,,
MAP4K2,0.012551687,-1.263450693,0.023,0.028,1,,,
SF3B1,0.012551956,-0.489776917,0.466,0.371,1,,,
PRELID1,0.012597117,-1.06730504,0.025,0.03,1,,,
MOCS2,0.012598051,-0.616459217,0.036,0.03,1,,,
MFSD4A,0.012868068,-1.189293008,0.014,0.017,1,,,
HIGD2A,0.012953782,-0.596917142,0.046,0.04,1,,,
PM20D1,0.012963717,-1.250581912,0.015,0.019,1,,,
PXYLP1,0.012967387,-1.051956067,0.041,0.046,1,,,
ARHGAP21,0.013020628,-0.426025711,0.457,0.368,1,,,
ZNF790,0.013024431,-0.641901379,0.151,0.131,1,,,
AC105036.3,0.013133105,-0.775430936,0.023,0.019,1,,,
TIFA,0.013294509,-0.912587412,0.008,0.011,1,,,
TMX1,0.013318481,-0.739870429,0.092,0.08,1,,,
PTCHD1-AS,0.013363183,-0.769415199,0.016,0.012,1,,,
AP1S3,0.013367618,-1.010334488,0.044,0.049,1,,,
MZT1,0.013403933,-0.674387922,0.03,0.025,1,,,
LEO1,0.013421019,-1.034522853,0.055,0.061,1,,,
TSPAN6,0.013450444,-0.793208802,0.022,0.018,1,,,
FIG4,0.013582009,-0.934386051,0.124,0.126,1,,,
AVL9,0.013601851,-0.604599118,0.325,0.268,1,,,
RNF5,0.013626224,-1.196228295,0.009,0.012,1,,,
ZCCHC3,0.013641368,-0.554490569,0.029,0.024,1,,,
FAM117B,0.013824271,-0.695667401,0.103,0.09,1,,,
AC018362.1,0.013861936,-0.635358053,0.015,0.012,1,,,
C2CD2L,0.013911302,-1.160275861,0.017,0.021,1,,,
SUPT16H,0.013922568,-0.715259821,0.142,0.124,1,,,
AP4B1-AS1,0.013940695,-0.853843898,0.046,0.039,1,,,
FRY,0.013941037,-0.664363254,0.248,0.236,1,,,
FBXO22,0.013947666,-0.741902335,0.156,0.135,1,,,
NOS1,0.014049214,-0.490662727,0.01,0.007,1,,,
RPL22,0.014065499,-1.011024878,0.091,0.095,1,,,
VAMP1,0.014084985,-0.71162979,0.022,0.018,1,,,
HCCS,0.014186569,-0.335467046,0.014,0.011,1,,,
GOLGA8A,0.014196819,-0.799640408,0.171,0.168,1,,,
MINDY1,0.014247869,-0.64618992,0.052,0.045,1,,,
JOSD1,0.014274116,-0.904055763,0.08,0.084,1,,,
HERPUD2,0.014379953,-0.874999275,0.162,0.159,1,,,
MIEN1,0.01438739,-0.896370869,0.016,0.02,1,,,
MTMR1,0.014420987,-0.647386773,0.138,0.121,1,,,
TKFC,0.014526356,-0.440437293,0.023,0.019,1,,,
C16orf91,0.014580173,-0.455535208,0.016,0.013,1,,,
VASH2,0.014631079,-1.384771537,0.018,0.022,1,,,
AL355987.4,0.014793938,-0.531582769,0.036,0.031,1,,,
ZNF699,0.014870401,-1.081937638,0.029,0.034,1,,,
ARHGEF17,0.014878002,-0.747424732,0.073,0.063,1,,,
CLEC20A,0.014879089,-1.570348855,0.008,0.011,1,,,
DNAJB11,0.014934474,-0.615815136,0.043,0.037,1,,,
EFCAB11,0.014960485,-0.519691197,0.019,0.015,1,,,
ZP3,0.01499983,-0.577198222,0.025,0.021,1,,,
TRIM27,0.015044118,-0.650446348,0.098,0.087,1,,,
SPRY4,0.015057274,-0.773512307,0.031,0.026,1,,,
VWA5A,0.015077072,-1.255342075,0.019,0.023,1,,,
ZNF521,0.015133504,-0.797149069,0.381,0.331,1,,,
TRIAP1,0.015137233,-0.375676345,0.012,0.009,1,,,
AC004241.1,0.015244492,-0.648661834,0.03,0.026,1,,,
AP002807.1,0.015328585,-1.155230511,0.008,0.011,1,,,
TMEM236,0.015345263,-0.489425194,0.01,0.008,1,,,
ELK1,0.015418276,-0.504300775,0.029,0.024,1,,,
FXYD1,0.015528442,-0.381306853,0.014,0.011,1,,,
TAX1BP3,0.015540228,-1.192509684,0.008,0.011,1,,,
AC099518.3,0.015569469,-0.511946534,0.025,0.02,1,,,
SEC63,0.015586963,-0.782777125,0.267,0.245,1,,,
AL133351.1,0.015604191,-0.471159772,0.013,0.01,1,,,
HELB,0.015622448,-1.063735323,0.061,0.066,1,,,
RSL24D1,0.015812486,-0.614695098,0.06,0.052,1,,,
AC110285.2,0.015866322,-0.644344502,0.019,0.015,1,,,
MED16,0.015894722,-0.650097254,0.027,0.022,1,,,
INTS11,0.015950014,-0.696756043,0.063,0.055,1,,,
AC243919.1,0.016027018,-1.192528826,0.01,0.013,1,,,
C16orf52,0.016064504,-0.861063662,0.187,0.181,1,,,
MGAM,0.016066616,-1.600893757,0.008,0.011,1,,,
RPA4,0.016067074,-0.66989942,0.01,0.008,1,,,
AC073052.2,0.016082517,-0.479771681,0.014,0.011,1,,,
SNU13,0.0161001,-0.756630445,0.086,0.076,1,,,
DYNLRB2,0.016121778,-0.926559927,0.026,0.03,1,,,
AC139795.2,0.016204283,-1.231452648,0.029,0.033,1,,,
EEF1AKMT2,0.016215196,-0.522977981,0.033,0.028,1,,,
POLR3C,0.016235304,-0.700249836,0.073,0.064,1,,,
ARFGAP1,0.016275209,-1.110303426,0.036,0.041,1,,,
ZBTB47,0.016283148,-0.630237812,0.018,0.015,1,,,
DPM2,0.016330205,-0.497912869,0.028,0.023,1,,,
LAT2,0.016360576,-1.200692536,0.027,0.031,1,,,
MTSS1L,0.016435078,-1.084320216,0.03,0.034,1,,,
ATP6V1C2,0.016444565,-1.332429869,0.01,0.013,1,,,
FAM229A,0.016501999,-0.399079812,0.018,0.015,1,,,
SPPL2A,0.016588722,-0.668258233,0.218,0.187,1,,,
SLC39A13,0.01661148,-1.238769632,0.02,0.024,1,,,
CLCN3,0.016659266,-0.657237067,0.178,0.155,1,,,
AC243829.1,0.016741275,-1.624931793,0.009,0.012,1,,,
SNX8,0.016836634,-0.617641044,0.093,0.082,1,,,
STXBP5-AS1,0.01686056,-1.478848379,0.02,0.024,1,,,
ZNF230,0.016866339,-0.99268968,0.009,0.012,1,,,
TRPM4,0.01688262,-1.189674518,0.026,0.031,1,,,
VPS13D,0.016904826,-0.512705313,0.439,0.355,1,,,
EPN2-AS1,0.016935971,-1.233505765,0.028,0.032,1,,,
SAMD4B,0.016938648,-0.660468768,0.165,0.144,1,,,
SLC4A7,0.016950401,-0.944351274,0.19,0.182,1,,,
VWCE,0.016968566,-1.617888882,0.011,0.014,1,,,
AP001432.1,0.017033492,-0.657850394,0.031,0.026,1,,,
TMEM179B,0.017063696,-0.700455989,0.124,0.109,1,,,
TOP3B,0.017325653,-0.653580448,0.033,0.028,1,,,
CEP170,0.017402614,-0.640287324,0.231,0.197,1,,,
NIPSNAP1,0.017432582,-1.1949722,0.028,0.032,1,,,
APOC1,0.017562519,-1.151127262,0.021,0.025,1,,,
SLC16A14,0.017639486,-1.549860872,0.015,0.019,1,,,
ZNF845,0.017654593,-0.715360802,0.027,0.023,1,,,
NADSYN1,0.017757179,-0.652176873,0.09,0.079,1,,,
AL049780.1,0.017893181,-0.555212694,0.018,0.015,1,,,
EML2,0.018040745,-0.633209135,0.075,0.066,1,,,
PACRGL,0.018068474,-0.869488115,0.145,0.145,1,,,
ZNF70,0.018103603,-0.611587779,0.03,0.026,1,,,
TFG,0.018104991,-0.642148992,0.198,0.172,1,,,
AC092902.2,0.018156494,-0.615912431,0.163,0.143,1,,,
ZFP62,0.018178724,-0.641393505,0.049,0.042,1,,,
ATOX1,0.018202692,-0.677789925,0.068,0.06,1,,,
RRAGA,0.018271696,-0.757909846,0.026,0.03,1,,,
ATXN7L3B,0.018343897,-0.659868726,0.081,0.072,1,,,
AC234582.1,0.018350745,-1.079235923,0.022,0.026,1,,,
ATPIF1,0.018355808,-1.001394299,0.077,0.081,1,,,
CHD4,0.018383939,-0.623325986,0.175,0.153,1,,,
CEP162,0.018422986,-0.890393629,0.206,0.196,1,,,
CENPQ,0.018431033,-0.45404799,0.03,0.026,1,,,
METAP1,0.018500335,-0.658206276,0.087,0.077,1,,,
NOP56,0.018518672,-0.684935978,0.066,0.058,1,,,
RAB1B,0.018593103,-0.637173921,0.035,0.03,1,,,
MRPL18,0.018675605,-0.625859796,0.07,0.062,1,,,
ZNF813,0.018774016,-0.597636928,0.028,0.024,1,,,
IL15RA,0.018803476,-1.214846191,0.037,0.042,1,,,
AK5,0.018823249,-0.468905736,0.01,0.007,1,,,
TNFRSF1A,0.018851036,-0.810349859,0.174,0.17,1,,,
ZMYM4,0.018870397,-0.569043262,0.451,0.382,1,,,
DYNC1LI1,0.018890555,-0.731728229,0.106,0.093,1,,,
GATAD2B,0.018904741,-0.563551081,0.314,0.263,1,,,
LINC00470,0.019075327,-0.534030857,0.013,0.01,1,,,
POLR2H,0.019159134,-0.628577851,0.064,0.056,1,,,
EVI2A,0.019238728,-1.089773461,0.015,0.019,1,,,
SUGT1,0.019364336,-0.86113008,0.128,0.129,1,,,
C8orf37,0.019420843,-0.573343464,0.023,0.019,1,,,
AC058822.1,0.019439892,-0.664590021,0.348,0.287,1,,,
VPS37C,0.019473658,-1.064972178,0.04,0.045,1,,,
AC090204.1,0.019485971,-0.326156708,0.014,0.011,1,,,
OSTC,0.019540856,-0.919925378,0.092,0.096,1,,,
DUSP3,0.019575739,-0.621236673,0.035,0.03,1,,,
KDM4C,0.019675037,-0.678444086,0.399,0.342,1,,,
M6PR,0.019682093,-0.654860141,0.086,0.076,1,,,
MTA1,0.019696362,-0.681263069,0.063,0.055,1,,,
CNGA1,0.019732366,-1.407679149,0.017,0.02,1,,,
AL110118.2,0.019839492,-0.867054008,0.029,0.024,1,,,
SLC35A2,0.019865532,-0.404269168,0.013,0.01,1,,,
EIF3D,0.019897912,-0.872187869,0.111,0.114,1,,,
AC024060.1,0.019943566,-0.679727655,0.014,0.011,1,,,
ARMCX5,0.019976025,-0.574939719,0.019,0.015,1,,,
ARRDC1,0.020020977,-0.951761359,0.021,0.025,1,,,
BAG1,0.020042638,-1.077643701,0.027,0.032,1,,,
POGZ,0.020212811,-0.566711214,0.446,0.38,1,,,
LINGO2,0.020251918,-1.797798691,0.014,0.011,1,,,
LRRC59,0.020272827,-0.614376587,0.026,0.022,1,,,
AC116407.2,0.020446355,-0.943330095,0.015,0.019,1,,,
NDUFB10,0.020448179,-0.936765477,0.05,0.056,1,,,
BCL9,0.020514737,-0.653031533,0.101,0.089,1,,,
RARS,0.020554784,-0.712080688,0.182,0.158,1,,,
KIAA0355,0.020574454,-0.746394788,0.248,0.21,1,,,
ELL,0.020637798,-1.049923687,0.077,0.081,1,,,
ARPC3,0.020660286,-0.968412435,0.082,0.086,1,,,
AL356488.2,0.020676472,-0.711665703,0.019,0.015,1,,,
COL26A1,0.020676496,-0.459515175,0.015,0.012,1,,,
HSPBP1,0.020716591,-1.1752292,0.012,0.015,1,,,
PLCH1,0.020753084,-0.57582908,0.012,0.01,1,,,
STX4,0.02082198,-1.05521265,0.048,0.053,1,,,
CSTF2,0.02085537,-0.557434282,0.022,0.018,1,,,
C19orf53,0.020887945,-0.972772538,0.034,0.038,1,,,
ADRM1,0.020934412,-1.014812274,0.021,0.025,1,,,
RNF139,0.020940258,-0.725620577,0.04,0.034,1,,,
CPT1C,0.021089629,-1.542705291,0.009,0.012,1,,,
AC130324.2,0.021264677,-0.995063056,0.033,0.037,1,,,
CDAN1,0.021472713,-0.681400416,0.037,0.031,1,,,
AC138058.1,0.021566999,-0.434175547,0.011,0.009,1,,,
ETHE1,0.021582388,-1.078167603,0.031,0.036,1,,,
MED18,0.021734123,-0.544378734,0.013,0.01,1,,,
WDR83OS,0.021794378,-0.983401099,0.053,0.058,1,,,
DHX58,0.021816057,-1.238211696,0.016,0.02,1,,,
RCN2,0.021835262,-0.640427137,0.141,0.124,1,,,
TEX264,0.02185262,-0.650552721,0.06,0.053,1,,,
ZNF257,0.021878212,-1.241689654,0.019,0.023,1,,,
ZNF675,0.021914399,-0.644781249,0.064,0.056,1,,,
IL13RA1,0.021927384,-0.888029074,0.108,0.111,1,,,
ZNF217,0.021960514,-0.927554476,0.092,0.095,1,,,
PIGX,0.021964478,-1.158146076,0.068,0.073,1,,,
AP2B1,0.021965734,-0.588885655,0.332,0.275,1,,,
RTL10,0.021972905,-1.07133179,0.015,0.018,1,,,
RAB6A,0.022098673,-0.722515672,0.302,0.274,1,,,
DGCR8,0.022162166,-0.99204609,0.108,0.11,1,,,
ZSWIM5,0.02234346,-0.65247803,0.115,0.102,1,,,
RBM27,0.022379235,-0.497840003,0.021,0.017,1,,,
TOMM5,0.022428227,-0.313519098,0.012,0.009,1,,,
MYL9,0.02243352,-0.784126368,0.175,0.151,1,,,
POLD1,0.022448863,-1.396800906,0.007,0.01,1,,,
MTA2,0.022484156,-0.612235927,0.018,0.014,1,,,
RPS19BP1,0.022621818,-0.558652927,0.043,0.038,1,,,
H2AFV,0.022732616,-0.680721647,0.107,0.095,1,,,
MCM7,0.02275629,-0.643735357,0.047,0.041,1,,,
ATP8B4,0.022773973,-1.468621309,0.124,0.122,1,,,
KHSRP,0.022796352,-0.993578954,0.047,0.052,1,,,
ZBTB8A,0.022802203,-0.888533761,0.031,0.036,1,,,
AURKAIP1,0.022829455,-0.644401497,0.051,0.045,1,,,
GCAT,0.022847764,-0.59458594,0.011,0.008,1,,,
PPP1R11,0.022915931,-0.859628121,0.033,0.038,1,,,
PINK1,0.022974932,-0.541149447,0.049,0.043,1,,,
FTSJ1,0.02302089,-1.068152648,0.017,0.021,1,,,
ANKRD11,0.023088759,-0.633620052,0.427,0.363,1,,,
ZBTB33,0.023224768,-0.859106271,0.01,0.013,1,,,
BLOC1S4,0.023286384,-0.661355761,0.025,0.021,1,,,
GRPEL2-AS1,0.023412726,-0.673139856,0.012,0.01,1,,,
INTS13,0.023456311,-0.694504648,0.059,0.052,1,,,
LMBR1L,0.023664818,-0.667493595,0.081,0.071,1,,,
EDEM2,0.023860219,-0.702953771,0.087,0.077,1,,,
POMGNT1,0.024048353,-0.670143353,0.054,0.047,1,,,
CDC42-IT1,0.024059568,-0.450359123,0.01,0.007,1,,,
AP005328.1,0.024085174,-1.261144937,0.01,0.013,1,,,
TRUB2,0.024144562,-0.604794315,0.04,0.035,1,,,
GPAT4,0.024173241,-0.844020633,0.068,0.073,1,,,
AP001347.1,0.024392278,-1.081121584,0.136,0.135,1,,,
SAMD1,0.024435772,-0.992188761,0.013,0.016,1,,,
CYB5R1,0.02447208,-0.496218685,0.039,0.034,1,,,
STK11IP,0.024474409,-1.003134859,0.024,0.028,1,,,
EFR3B,0.024517716,-0.747412355,0.02,0.016,1,,,
POLR2G,0.024536965,-0.755325903,0.03,0.025,1,,,
FAM8A1,0.024586302,-0.637435881,0.052,0.045,1,,,
AC107959.1,0.024787674,-0.816823605,0.02,0.016,1,,,
SNAP29,0.024859253,-0.884471337,0.077,0.082,1,,,
AC011389.2,0.02504357,-0.737101083,0.04,0.034,1,,,
DHFR2,0.025108304,-1.09479029,0.025,0.029,1,,,
DAGLB,0.025232465,-0.650221076,0.061,0.054,1,,,
LEPROT,0.025291956,-0.870802249,0.176,0.171,1,,,
PCNX3,0.025418774,-0.541425606,0.022,0.019,1,,,
CNKSR3,0.025481607,-1.090103006,0.073,0.077,1,,,
FBRSL1,0.025656705,-0.758395783,0.073,0.064,1,,,
